Book Name,Author,Average Rating,Number of Ratings,Score on Goodreads
0.4413043478260869,0.0729729729729729,0.5607476635514019,0.6626907211371204,1.0
0.5978260869565217,0.7054054054054054,0.8224299065420562,0.1294667263058496,0.9943181818181818
0.0695652173913043,0.5648648648648649,0.5981308411214954,0.4129516425624969,0.9886363636363636
0.1065217391304347,0.0405405405405405,0.532710280373832,0.4871030266885344,0.9829545454545454
0.8326086956521739,0.9756756756756756,0.8598130841121496,0.2818945380448288,0.9829545454545454
0.8217391304347826,0.9621621621621622,0.457943925233645,0.4589235127478753,0.9772727272727272
0.1108695652173913,0.5540540540540541,0.4205607476635515,0.1059589483624074,0.9715909090909092
0.5021739130434782,0.5243243243243243,0.4953271028037385,0.7788877292381094,0.9715909090909092
0.1478260869565217,0.5783783783783785,0.5887850467289724,0.6827692460613289,0.9715909090909092
0.558695652173913,0.6405405405405405,0.2429906542056077,0.2991402017792356,0.9715909090909092
0.5086956521739131,0.3486486486486486,0.6355140186915889,0.5746235276576711,0.9659090909090908
0.4826086956521739,0.6189189189189189,0.1588785046728973,0.1535211967596043,0.9545454545454544
0.3739130434782609,0.7567567567567568,0.5794392523364484,0.8998061726554346,0.9488636363636364
0.9739130434782608,0.5351351351351352,0.5233644859813085,0.1931315540977088,0.9488636363636364
0.5760869565217391,0.8675675675675676,0.5233644859813085,0.9002037672083892,0.943181818181818
0.4260869565217391,0.8351351351351352,0.6261682242990658,0.2248894190149594,0.9318181818181818
0.3847826086956522,0.8513513513513514,0.532710280373832,0.2521743452114706,0.9204545454545454
0.8565217391304348,0.7297297297297298,0.8224299065420562,0.2460613289597932,0.9034090909090908
0.0043478260869565,0.0702702702702702,0.7289719626168223,0.2045623974951543,0.8977272727272727
0.7282608695652174,0.4810810810810811,0.4112149532710281,0.3519705780030813,0.8806818181818181
0.008695652173913,0.6702702702702703,0.514018691588785,0.3028676507131852,875.0
0.1021739130434782,0.0756756756756756,0.6074766355140189,0.0362805029571094,0.8636363636363636
0.8239130434782609,0.6756756756756757,0.7663551401869158,0.2923313950598877,0.8465909090909091
0.2869565217391304,0.1324324324324324,0.7383177570093462,0.4512201182843795,0.8465909090909091
0.7043478260869566,0.227027027027027,0.514018691588785,0.6805824760200785,0.8465909090909091
0.5869565217391305,0.1459459459459459,0.6822429906542054,0.4316385865513642,0.8465909090909091
0.7586956521739131,0.2837837837837837,0.4485981308411215,0.6196511107797823,0.8409090909090908
0.4891304347826087,0.9270270270270272,0.5046728971962615,0.225883405397346,0.8409090909090908
0.358695652173913,0.4675675675675675,0.6822429906542054,0.3445156801351821,0.8409090909090908
0.4934782608695652,0.6216216216216217,0.439252336448598,0.9145171711147556,0.8352272727272727
0.8347826086956522,0.2891891891891892,0.429906542056075,0.0367774961483027,0.8352272727272727
0.0913043478260869,0.2918918918918919,0.542056074766355,0.6644798966254162,0.8352272727272727
0.841304347826087,0.2783783783783784,0.3271028037383177,0.3442671835395855,0.8295454545454545
0.3543478260869565,0.1135135135135135,0.6074766355140189,0.1480542716564783,0.8181818181818181
0.6978260869565217,0.5702702702702703,0.6635514018691593,0.5957954376025049,0.8125
0.5521739130434783,0.7162162162162162,0.7757009345794397,0.5787485711445753,0.8125
0.058695652173913,0.2054054054054054,0.2523364485981307,0.172406938024949,0.8068181818181818
0.3152173913043478,0.672972972972973,0.2149532710280373,0.3812931762834849,0.8011363636363636
0.1760869565217391,0.3648648648648649,0.4205607476635515,0.7849013468515481,0.7954545454545454
0.717391304347826,0.5891891891891892,0.6728971962616823,0.4096217881815019,0.7954545454545454
0.6630434782608696,0.3297297297297297,0.3831775700934581,0.8175041001938274,0.7897727272727273
0.915217391304348,0.8297297297297298,0.6355140186915889,0.0452760797177078,0.7897727272727273
0.2521739130434782,0.1756756756756756,0.6074766355140189,0.807613935689081,0.7840909090909091
0.2565217391304348,0.9837837837837838,0.3831775700934581,0.1565528552258833,0.7840909090909091
0.2239130434782608,0.3324324324324325,0.7196261682242988,0.7291387107996621,0.7784090909090908
0.2913043478260869,0.7594594594594595,0.8878504672897201,0.1865712439739575,0.7784090909090908
0.6173913043478261,0.7378378378378379,0.1495327102803738,0.3001341881616222,0.7727272727272727
0.3347826086956522,0.3432432432432433,0.4485981308411215,0.1715123502808011,0.7727272727272727
0.7891304347826087,0.3594594594594594,0.4766355140186915,0.329655583718503,0.7670454545454545
0.2369565217391304,0.4945945945945946,0.3925233644859816,0.2112221062571442,0.7613636363636364
0.0608695652173913,0.1837837837837838,0.2990654205607477,0.103623080363799,0.7613636363636364
0.2434782608695652,0.0837837837837837,0.3177570093457946,0.2875602604244321,0.75
0.8130434782608695,0.3135135135135135,0.5794392523364484,0.4353163361661945,0.75
0.7108695652173913,0.0513513513513513,0.7943925233644862,0.927438994085781,0.75
0.4347826086956521,0.991891891891892,0.0186915887850465,0.1175388897172108,0.7443181818181818
0.5630434782608695,0.7000000000000001,0.5887850467289724,0.4044530589930918,0.7443181818181818
0.1195652173913043,0.8648648648648649,0.532710280373832,0.2339843944137965,0.7386363636363636
0.7391304347826088,0.6243243243243244,0.2990654205607477,0.3012772725013667,0.7329545454545454
0.8956521739130435,0.1108108108108108,0.542056074766355,0.0538740619253516,0.7329545454545454
0.2978260869565217,0.727027027027027,0.5794392523364484,0.691118731673376,0.7329545454545454
0.2782608695652174,0.4621621621621622,0.2897196261682242,0.2183291088912081,0.7272727272727273
0.6869565217391305,0.1189189189189189,0.4205607476635515,0.6364494806421152,0.7272727272727273
0.8652173913043478,0.3108108108108108,0.5233644859813085,0.5268624819839968,0.7272727272727273
0.9260869565217392,0.5621621621621622,0.4485981308411215,0.7072213110680383,0.7272727272727273
0.5391304347826087,0.1054054054054054,0.6355140186915889,1.0,0.7215909090909091
0.158695652173913,0.2432432432432432,0.5046728971962615,0.3918791312559018,0.7215909090909091
0.1456521739130434,0.1783783783783784,0.3551401869158881,0.251776750658516,0.7215909090909091
0.7,0.4756756756756757,0.7663551401869158,0.9498036876894786,0.7215909090909091
0.7217391304347827,0.6054054054054054,0.3084112149532707,0.090750956711893,0.7159090909090908
0.0282608695652173,0.8837837837837839,0.7570093457943923,0.071517320212713,0.7102272727272727
0.6652173913043479,0.2405405405405405,0.5887850467289724,0.2949654589732121,0.6988636363636364
0.5304347826086957,0.0216216216216216,0.4953271028037385,0.2428308732170369,0.6875
0.908695652173913,0.7108108108108109,0.5887850467289724,0.4554445604095224,0.6875
0.2478260869565217,0.7081081081081082,0.6448598130841123,0.1405993737885791,0.6875
0.8434782608695652,0.9486486486486488,0.8878504672897201,0.7470304656826201,0.6875
0.4543478260869565,0.1405405405405405,0.5607476635514019,0.3405397346056359,0.6818181818181818
0.4391304347826087,0.9108108108108108,0.1588785046728973,0.0945281049649619,0.6761363636363636
0.2413043478260869,0.3054054054054054,0.3551401869158881,0.7601510859301227,0.6704545454545454
0.3717391304347826,0.7621621621621621,0.4205607476635515,0.7855971373192187,0.6704545454545454
0.3652173913043478,0.6702702702702703,0.467289719626168,0.223000844888425,0.6647727272727273
0.6956521739130435,0.2027027027027027,0.6074766355140189,0.6319765419213756,0.6647727272727273
0.217391304347826,0.4189189189189189,0.7850467289719627,0.84836737736693,0.6590909090909091
0.4565217391304348,0.5351351351351352,0.4953271028037385,0.8412106754137468,0.6477272727272727
0.4108695652173913,0.472972972972973,0.1775700934579442,0.4119576561801103,0.6306818181818181
0.2739130434782609,0.2810810810810811,0.2149532710280373,0.1871179364842701,0.6306818181818181
0.8282608695652174,0.5378378378378379,0.7663551401869158,0.594155360071567,625.0
0.7673913043478261,0.5135135135135136,0.6822429906542054,0.2290144625018637,0.6136363636363636
0.7956521739130434,0.6216216216216217,0.7943925233644862,0.522488941901496,0.6136363636363636
0.3456521739130435,0.2945945945945946,0.6915887850467288,0.2247403210576015,0.6079545454545454
0.067391304347826,0.1918918918918919,0.6448598130841123,0.03697629342478,0.6079545454545454
0.0956521739130434,0.2513513513513513,0.6915887850467288,0.3005814820336961,0.5909090909090908
0.3043478260869565,0.8297297297297298,0.5514018691588785,0.0681377665125987,0.5909090909090908
0.9021739130434784,0.7027027027027027,0.1682242990654203,0.5043983897420605,0.5852272727272727
0.8826086956521739,0.4648648648648649,0.8411214953271027,0.7145768102976989,0.5852272727272727
0.8739130434782609,0.5081081081081081,0.514018691588785,0.169673475473386,0.5852272727272727
0.5152173913043478,0.3189189189189189,0.6074766355140189,0.2324437155210973,0.5738636363636364
0.1695652173913043,0.9297297297297298,0.7102803738317758,0.8017991153521197,0.5625
0.3369565217391304,1.0,0.7102803738317758,0.0805625962924307,0.5625
0.0934782608695652,0.3945945945945946,0.485981308411215,0.0287759057700909,0.5625
0.3239130434782609,0.1162162162162162,0.4205607476635515,0.0980070573033149,0.5625
0.9217391304347826,0.3972972972972973,0.4766355140186915,0.8470254957507082,0.5625
0.2043478260869565,0.8081081081081082,0.5700934579439254,0.7990656528005566,0.5625
0.591304347826087,0.945945945945946,0.467289719626168,0.1487003628050295,0.5568181818181818
0.5826086956521739,0.0135135135135135,0.457943925233645,0.0163510759902589,0.5568181818181818
0.682608695652174,0.5675675675675675,0.439252336448598,0.2338849957755578,0.5568181818181818
0.4978260869565217,0.4891891891891892,0.3831775700934581,0.1953183241389592,0.5511363636363636
0.3130434782608696,0.4837837837837838,0.1495327102803738,0.0787734208041349,0.5511363636363636
0.45,0.1513513513513513,0.4953271028037385,0.0110332488444908,0.5511363636363636
0.341304347826087,0.0675675675675675,0.429906542056075,0.2874111624670742,0.5511363636363636
0.7086956521739131,0.6270270270270271,0.3738317757009346,0.7925053426768053,0.5454545454545454
0.2934782608695652,0.7405405405405405,0.457943925233645,0.1482530689329556,0.5454545454545454
0.208695652173913,0.2081081081081081,0.5700934579439254,0.6743700611301625,0.5454545454545454
0.55,0.6621621621621622,0.6542056074766354,0.1503901396550867,0.5397727272727272
0.2695652173913043,0.7162162162162162,0.8971962616822431,0.1824462004870533,0.5397727272727272
0.532608695652174,0.7756756756756757,0.7570093457943923,0.4328313702102281,0.5397727272727272
0.5413043478260869,0.0108108108108108,0.4112149532710281,0.0041747428060235,0.5397727272727272
0.0195652173913043,0.9675675675675676,0.532710280373832,0.2499875751702201,0.5397727272727272
0.0456521739130434,0.4432432432432432,0.429906542056075,0.0031310571045176,0.5397727272727272
0.5195652173913043,0.6864864864864866,0.3831775700934581,0.0540231598827096,0.5397727272727272
0.7782608695652175,0.1486486486486486,0.4953271028037385,0.9069628746086178,0.5340909090909091
0.8782608695652174,0.8891891891891892,0.6261682242990658,0.3038119377764525,0.5340909090909091
0.95,0.918918918918919,0.4485981308411215,0.0138661100342925,0.5340909090909091
0.1673913043478261,0.7972972972972974,0.6915887850467288,0.0324536553849212,0.5340909090909091
0.3673913043478261,0.6243243243243244,0.3738317757009346,0.6215893842254361,0.5340909090909091
0.7152173913043478,0.4432432432432432,0.6822429906542054,0.0130709209283832,0.5340909090909091
0.9043478260869564,0.6135135135135136,0.2803738317757012,0.0697778440435366,0.5284090909090908
0.1739130434782608,0.6918918918918919,0.532710280373832,0.008796779484121,0.5284090909090908
0.4847826086956522,0.054054054054054,0.4205607476635515,0.0461209681427364,0.5284090909090908
0.967391304347826,0.6675675675675676,0.4205607476635515,0.2938223746334675,0.5284090909090908
0.6717391304347826,0.8297297297297298,0.3084112149532707,0.0162516773520202,0.5284090909090908
0.4673913043478261,0.9621621621621622,0.6168224299065419,0.4473932707121912,0.5227272727272727
0.0326086956521739,0.8702702702702703,0.7943925233644862,0.3961035733810447,0.5227272727272727
0.4065217391304347,0.5405405405405406,0.2056074766355138,0.0217186024551463,0.5227272727272727
0.6695652173913044,0.9324324324324323,0.94392523364486,0.5738283385517619,0.5227272727272727
0.1847826086956522,0.0621621621621621,0.485981308411215,0.8587545350628696,0.5170454545454545
0.3326086956521739,0.4108108108108108,0.7943925233644862,0.0,0.5170454545454545
0.5434782608695652,0.7432432432432433,0.429906542056075,0.0253466527508573,0.5170454545454545
0.1369565217391304,0.9135135135135136,0.4205607476635515,0.1425376472342328,0.5113636363636364
0.258695652173913,0.5,0.429906542056075,0.2362705630932856,0.5113636363636364
0.1304347826086956,0.3675675675675676,0.514018691588785,0.2044629988569156,0.5113636363636364
0.0065217391304347,0.4459459459459459,0.4112149532710281,0.0576512101784205,0.5113636363636364
0.0304347826086956,0.8945945945945947,0.3738317757009346,0.0401073505292977,0.5113636363636364
0.2260869565217391,0.0486486486486486,0.439252336448598,0.6074250782764276,0.5113636363636364
0.2826086956521739,0.8675675675675676,0.532710280373832,0.4705531534217981,0.5056818181818181
0.9760869565217392,0.2837837837837837,0.4205607476635515,0.7868893196163212,0.5056818181818181
0.2065217391304347,0.6162162162162163,0.0654205607476634,0.0087470801650017,0.5056818181818181
0.2195652173913043,0.9,0.962616822429906,0.1420406540430396,0.5056818181818181
0.5173913043478261,0.0432432432432432,0.1962616822429908,0.1494955519109388,0.5
0.7934782608695652,0.0864864864864864,0.1214953271028038,0.7743650911982506,0.5
0.3108695652173913,0.7162162162162162,0.934579439252337,0.5950996471348342,0.5
0.1543478260869565,0.1081081081081081,0.6822429906542054,0.0240544704537547,0.5
0.3217391304347826,0.9648648648648648,0.2803738317757012,0.3613637493166343,0.5
0.9608695652173912,0.4702702702702703,0.2990654205607477,0.1879131255901794,0.5
0.7478260869565218,0.254054054054054,0.1588785046728973,0.1608269966701456,0.4943181818181818
0.8521739130434782,0.1945945945945946,0.3738317757009346,0.1608766959892649,0.4943181818181818
0.6782608695652174,0.0918918918918919,0.4953271028037385,0.0373241886586153,0.4886363636363636
0.5217391304347826,0.4972972972972973,0.3831775700934581,0.1194771631628646,0.4886363636363636
0.9521739130434784,0.6405405405405405,0.3271028037383177,0.0625217434521147,0.4886363636363636
0.6565217391304348,0.4027027027027027,0.8130841121495331,0.0750459718701853,0.4886363636363636
0.5478260869565218,0.9891891891891892,0.5887850467289724,0.6101088415088713,0.4886363636363636
0.5717391304347826,0.4513513513513514,0.7196261682242988,0.7945927140798171,0.4886363636363636
0.9652173913043478,0.4216216216216216,0.457943925233645,0.748372347298842,0.4829545454545454
0.1130434782608695,0.2837837837837837,0.3925233644859816,0.1688782863674767,0.4829545454545454
0.8173913043478261,0.9783783783783784,0.0841121495327104,0.0121763331842353,0.4829545454545454
0.2152173913043478,0.3,0.3831775700934581,0.8626807812732965,0.4829545454545454
0.6739130434782609,0.3351351351351351,0.3551401869158881,0.0841409472690224,0.4829545454545454
0.3826086956521739,0.3027027027027027,0.6168224299065419,0.0877689975647333,0.4772727272727273
0.7434782608695653,0.0351351351351351,0.467289719626168,0.3394463495850107,0.4772727272727273
0.1326086956521739,0.3243243243243243,0.3271028037383177,0.0450772824412305,0.4772727272727273
0.982608695652174,0.5297297297297298,0.7757009345794397,0.5893345261169922,0.4715909090909091
0.5608695652173913,0.6432432432432433,0.439252336448598,0.0008448884250285,0.4715909090909091
0.8630434782608696,0.8243243243243243,0.5887850467289724,0.0229113861140102,0.4715909090909091
0.4717391304347826,0.4297297297297298,0.5794392523364484,0.2454649371303613,0.4715909090909091
0.108695652173913,0.4054054054054054,0.1401869158878508,0.4480393618607425,0.4659090909090909
0.6021739130434782,0.6810810810810811,0.4766355140186915,0.0862283186720341,0.4659090909090909
0.4217391304347826,0.2729729729729729,0.4485981308411215,0.0393618607425078,0.4659090909090909
0.3282608695652174,0.2675675675675676,0.6822429906542054,0.5805874459519904,0.4659090909090909
0.1608695652173913,0.8135135135135135,0.6915887850467288,0.1272799562645991,0.4659090909090909
0.7760869565217391,0.5270270270270271,0.6635514018691593,0.3347746135877938,0.4602272727272727
0.6891304347826087,0.2459459459459459,0.2429906542056077,0.0654043039610357,0.4602272727272727
0.7521739130434782,0.4594594594594595,0.1775700934579442,0.0460215695044977,0.4602272727272727
0.9108695652173912,0.5027027027027027,0.4485981308411215,0.3623080363799016,0.4602272727272727
0.808695652173913,0.7675675675675676,0.3644859813084111,0.1211669400129218,0.4602272727272727
0.0347826086956521,0.9621621621621622,0.4112149532710281,0.3554495303414343,0.4545454545454546
0.4239130434782608,0.1756756756756756,0.439252336448598,0.2481983996819243,0.4545454545454546
0.6760869565217391,0.8594594594594596,0.2523364485981307,0.2882063515729834,0.4488636363636364
0.7608695652173914,0.3459459459459459,0.429906542056075,0.1037224790020376,0.4488636363636364
0.6217391304347826,0.2378378378378378,0.542056074766355,0.2787137816211918,0.4488636363636364
0.782608695652174,0.4135135135135135,0.1869158878504673,0.0222155956463396,0.4488636363636364
0.8978260869565218,0.1783783783783784,0.6074766355140189,0.1810049202325928,0.4488636363636364
0.0717391304347826,0.154054054054054,0.3644859813084111,0.0532776700959196,0.4488636363636364
0.0760869565217391,0.518918918918919,0.6261682242990658,0.223149942845783,0.4431818181818182
0.4804347826086956,0.7810810810810811,0.1869158878504673,0.0227622881566522,0.4431818181818182
0.3891304347826087,0.4378378378378378,0.1588785046728973,0.0210228119874757,0.4431818181818182
0.3869565217391304,0.1,0.1308411214953269,0.6483276179116346,0.4431818181818182
0.7717391304347826,0.8783783783783784,0.8411214953271027,0.2836340142140052,0.4375
0.15,0.8621621621621622,0.0934579439252334,0.4142935241787187,0.4375
0.3978260869565217,0.1594594594594594,0.4205607476635515,0.2554048009542269,0.4318181818181818
0.5673913043478261,0.0648648648648648,0.2897196261682242,0.2525222404453059,0.4318181818181818
0.6608695652173913,0.5162162162162163,0.429906542056075,0.1476566771035236,0.4318181818181818
0.5239130434782608,0.1972972972972973,0.1308411214953269,0.2617166144823816,0.4318181818181818
0.2130434782608695,0.8540540540540541,0.0093457943925234,0.1996421649023408,0.4261363636363636
0.7347826086956522,0.0648648648648648,0.2616822429906542,0.6025545450027334,0.4261363636363636
0.8369565217391305,0.1810810810810811,0.8971962616822431,0.2806520550668456,0.4261363636363636
0.4282608695652174,0.5459459459459459,0.514018691588785,0.1461159982108245,0.4261363636363636
0.6847826086956522,0.427027027027027,0.8785046728971961,0.0846379404602156,0.4261363636363636
0.9782608695652174,0.9162162162162164,0.4205607476635515,0.5929625764127031,0.4204545454545454
0.4369565217391304,0.2108108108108108,0.532710280373832,0.2794592714079817,0.4204545454545454
0.7869565217391304,0.6108108108108108,0.5607476635514019,0.1717111475572784,0.4204545454545454
0.1956521739130435,0.0918918918918919,0.7943925233644862,0.1587893245862531,0.4147727272727273
0.2717391304347826,0.645945945945946,0.6822429906542054,0.0126236270563093,0.4147727272727273
0.75,0.7945945945945947,0.7476635514018692,0.3541076487252124,0.4147727272727273
0.9695652173913044,0.6378378378378379,0.5046728971962615,0.1208190447790865,0.4147727272727273
0.2021739130434782,0.0,0.3644859813084111,0.0255951493464539,0.4147727272727273
0.05,0.4675675675675675,0.3551401869158881,0.496893792555042,0.4147727272727273
0.1565217391304348,0.9081081081081082,0.7383177570093462,0.056508125838676,0.4147727272727273
0.6391304347826087,0.4081081081081081,0.3644859813084111,0.0032801550618756,0.4090909090909091
0.65,0.0648648648648648,0.5233644859813085,0.4670742010834451,0.4090909090909091
0.4,0.2135135135135135,0.3644859813084111,0.0292231996421649,0.4090909090909091
0.8673913043478261,0.8,0.3831775700934581,0.9468714278614384,0.4090909090909091
0.8,0.327027027027027,0.514018691588785,0.266487749117837,0.4034090909090909
0.117391304347826,0.4189189189189189,0.7570093457943923,0.8666567268028428,0.4034090909090909
0.2,0.427027027027027,0.6355140186915889,0.1657472292629591,0.4034090909090909
0.4326086956521739,0.327027027027027,0.457943925233645,0.3080363799015954,0.3977272727272727
0.4913043478260869,0.8810810810810812,0.429906542056075,0.1748919039809154,0.3977272727272727
0.35,0.0648648648648648,0.3271028037383177,0.1579941354803439,0.3977272727272727
0.1347826086956521,0.2594594594594595,0.2336448598130838,0.2971025296953432,0.3977272727272727
0.8391304347826087,0.6027027027027028,0.5607476635514019,0.1698225734307439,0.3920454545454546
0.85,0.5702702702702703,0.457943925233645,0.0170965657770488,0.3920454545454546
0.9804347826086957,0.3621621621621622,0.5794392523364484,0.4614581780229611,0.3920454545454546
0.1217391304347826,0.9270270270270272,0.5981308411214954,0.1928830575021122,0.3863636363636363
